RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,RAND_A_slot1,RAND_A_slot2,RAND_A_slot3,RAND_A_slot4,RAND_A_slot5,RAND_A_slot6,RAND_A_slot7,RAND_A_slot8,RAND_A_slot9,RAND_A_slot10,RAND_A_slot11,RAND_A_slot12,RAND_A_slot13,RAND_A_slot14,RAND_A_slot15,RAND_A_slot16,RAND_A_slot17,RAND_A_slot18,RAND_A_slot19,RAND_A_slot20,RAND_A_slot21,RAND_A_slot22,RAND_A_slot23,RAND_A_slot24,RAND_A_slot25,RAND_A_slot26,RAND_A_slot27,RAND_A_slot28,RAND_A_slot29,RAND_A_slot30,RAND_A_slot31,RAND_A_slot32,q20,q21,q24,q15,q14,q16,q17
92,3,10,9e7b.36.2.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimh8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=4,eabf05f0f18b1890492d102a80408c50,1584381365.57067,3836.354,CSR_preferences,,3,7,27,30,2,16,17,21,12,29,5,13,22,24,14,25,28,15,11,6,26,1,32,31,19,10,18,4,8,9,20,23,,,,,,,
93,3,10,9e7.b36.2.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimh8;fbclid=IwAR0ndz1l3TJaY5ZlynYA1y4vIJE-UGI7xiFO5Rt0VqgFucO9qCl1Fk7snq4;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=4,742ffb50828201e7f071bb3e51ecc129,1584381402.22345,3799.714,CSR_preferences,,28,3,13,21,31,4,23,5,8,25,24,18,22,19,32,9,11,10,26,16,20,12,17,27,1,14,7,2,30,29,15,6,,,,,,,
94,3,7,99.d6b.eb.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimh8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=4,77b372ff62950efe669e9f5b0bcdfdef,1584387550.86595,955.129,CSR_preferences,,19,30,8,6,10,18,23,15,3,32,26,11,12,13,25,31,2,21,24,14,7,28,16,9,4,17,27,20,1,22,5,29,3,8,4,1,1,1,4
95,3,10,9f.b4d.d1.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimh8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=4,e777c97914042600e7cd93d2962ef530,1584392540.31796,3427.529,CSR_preferences,,22,23,1,6,31,18,30,21,19,13,16,9,17,24,32,7,2,14,8,3,20,4,26,29,12,10,28,11,5,15,27,25,,,,,,,
96,3,7,98.0a.652.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,bcbc06c5b7188358516e4f4718988733,1585080527.39182,314.371,SGHLIC,,5,18,32,22,1,16,2,27,31,25,21,23,14,17,13,6,4,19,28,11,7,3,8,10,20,12,29,9,30,24,26,15,1,3,7,5,2,6,1
116,3,7,968.52.5c.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,396e3a61c27ccd56fcecae90f606074a,1585081387.16747,583.307,SGHLIC,,28,7,24,23,20,21,1,9,8,12,18,13,2,27,3,16,5,6,19,32,29,17,10,22,25,30,4,15,11,26,31,14,3,3,4,8,1,4,1
102,3,7,968.50.66.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3ddYFg412Pjg62lUU7VIecRa8sdn9W13HANbuyVbkcuAbPQq4uSvqAUlo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,bbe8dd0b41a3da1b0275bad1e85a59ac,1585081028.72014,1175.839,SGHLIC,,25,5,24,30,16,23,28,29,14,6,31,11,26,7,9,2,8,12,27,1,20,21,15,32,10,13,19,22,3,17,18,4,3,8,8,4,2,1,2
125,3,7,92.55.583.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1fv-tRreDwerXZUL1VXDGDaasHyzoNMZUDUThfeoUQZL9QUx3g6dAAplg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,f773b6df83f5f27e3769db8ee0e6f133,1585082104.79361,455.199,SGHLIC,,25,28,29,16,17,10,13,32,31,30,6,20,27,11,22,1,3,12,7,26,2,15,18,14,24,4,23,9,21,5,19,8,4,8,6,6,1,1,1
126,3,7,9a.a3.783.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,a9a54578f4e10d2fb9427a770dca643a,1585082203.3116,519.129,MIMUW,,13,9,19,29,22,2,10,12,21,25,18,32,1,16,23,7,17,28,5,30,15,31,27,14,24,11,8,3,4,20,26,6,2,3,4,4,1,5,2
101,3,10,6.cb6.621.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,91cfa4190f35ffc4dcc6401032e74b16,1585081009.61924,2593.177,SGHLIC,,24,6,14,30,28,18,20,3,29,1,32,25,16,27,13,10,5,11,12,22,17,8,23,2,31,19,9,7,26,4,15,21,,,,,,,
99,3,10,6cb.65.e3.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b8f91615f1647d86220ba7ff23662dc9,1585080960.01781,2642.793,SGHLIC,,26,13,21,5,18,28,30,24,15,23,31,16,12,20,8,7,27,22,10,1,29,11,4,9,2,3,6,14,19,32,25,17,,,,,,,
114,3,10,e.4652.15.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,1978c597e7652d31dba0586bfa22a5a6,1585081356.18128,2246.644,SGHLIC,,10,12,29,1,32,21,27,28,2,7,23,3,6,22,17,30,20,31,16,11,8,9,18,19,5,24,14,4,26,13,25,15,,,,,,,
124,3,10,6cb.6.6a2.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,72340b0a637882d6c1bcf270046fdd12,1585081731.8013,1871.037,MIMUW,,3,21,29,18,6,10,8,7,13,20,24,1,11,16,30,25,4,12,15,28,9,17,14,2,31,26,19,23,32,22,27,5,,,,,,,
117,3,10,98.0a.6b7.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1HuqQ_qNQzSoSTbrLCMClm41yTM4WIUH2h3W_MU0aW7ju4BSDnaiBkMUA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,d865c458445ea22e5ad9b78a05a0d318,1585081484.81324,2118.038,SGHLIC,,15,22,16,30,3,32,11,20,28,5,21,24,9,27,14,31,10,29,25,23,6,26,19,8,7,1,18,2,12,17,4,13,,,,,,,
106,3,10,99.d.6b4f.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,d13acf28c70a4f57ee36f3a0ce77876c,1585081119.93717,2482.927,SGHLIC,,17,7,5,2,15,30,22,9,4,28,10,29,32,25,11,12,26,8,3,19,14,16,27,1,24,18,6,13,21,31,20,23,,,,,,,
111,3,10,c4e.7a.f9.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,f9471ff5e74154d630d441e59672cbbf,1585081289.89872,2312.979,SGHLIC,,27,13,12,8,6,10,7,11,2,29,23,32,16,28,5,9,17,1,22,3,30,14,26,4,31,25,24,15,19,20,21,18,,,,,,,
103,3,10,7dd.8d.53.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,c3d2a5c207b1d6916cc7793afb721bf6,1585081036.51759,2566.372,SGHLIC,,18,23,32,17,3,12,11,24,13,20,14,16,28,22,15,29,26,2,9,7,30,31,27,6,5,21,10,4,1,25,8,19,,,,,,,
97,3,10,6.cb6.5e2.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,ac2d1cb823869ac5c379d28e3c56fcc9,1585080959.0764,2643.826,SGHLIC,,12,26,17,29,24,16,32,31,22,20,13,9,27,25,3,11,14,19,15,21,18,30,10,2,28,5,6,1,8,23,4,7,,,,,,,
108,3,10,924.3.2ce.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1Zjbosj09bNYoo96slN4TLIJAuXWFJNzx0mF2kgeHYvWK4FaP5FxpBWjM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,ce2e7d06b0795efcb024e18996c50283,1585081154.64367,2448.271,SGHLIC,,9,27,6,26,1,21,18,11,8,10,32,29,15,20,7,14,3,22,16,31,30,25,23,5,4,19,2,28,12,13,24,17,,,,,,,
110,3,10,9.456.a12.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,87c1a6905333e90d3ddedf90afe70c04,1585081266.50221,2336.425,SGHLIC,,15,18,3,13,8,7,23,1,9,4,21,27,19,2,5,11,14,22,30,26,17,20,31,28,29,12,16,6,10,25,32,24,,,,,,,
107,3,10,de.fd.d74.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,efc03c16d42c7a0600aec75c4206799e,1585081136.71416,2466.226,SGHLIC,,5,8,16,19,26,31,23,7,1,21,28,9,29,2,4,11,24,13,12,30,27,14,22,6,32,15,10,25,3,17,20,18,,,,,,,
105,3,10,980.a7.78.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,302a6e8d6901f00f322958e11a4840b9,1585081074.17467,2528.778,SGHLIC,,19,17,8,16,11,27,30,13,20,28,26,3,2,32,9,25,12,1,15,29,23,18,5,14,6,22,21,7,4,31,10,24,,,,,,,
122,3,10,6.cb66.22.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,c9e5d6c9f4a0d6ab4f9ccf1a0d1927ba,1585081730.68345,1872.283,MIMUW,,4,24,6,25,19,17,7,21,31,30,26,18,11,27,2,16,20,5,15,3,32,29,14,12,23,8,28,22,1,9,10,13,,,,,,,
109,3,10,9.806.b95.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e0bc9636cc88f992f92336df2d9df793,1585081215.61289,2387.367,SGHLIC,,11,20,29,9,31,14,21,2,8,24,7,23,26,17,18,30,19,4,13,16,15,12,10,5,1,32,22,6,28,3,27,25,,,,,,,
104,3,10,78a5.1.f3.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,f0d4bd4d98113de2326dfae1d875d501,1585081063.58915,2539.404,SGHLIC,,25,23,2,11,13,22,10,31,8,28,4,6,9,32,30,29,16,1,24,18,12,26,17,19,15,14,20,3,21,7,27,5,,,,,,,
100,3,10,84e1.c.e2.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,2e066a83705a555005930f84445bbdfa,1585081008.98574,2594.022,SGHLIC,,14,9,17,23,12,28,32,25,3,20,31,16,29,26,22,30,8,4,27,11,19,13,5,18,7,6,24,15,2,10,21,1,,,,,,,
119,3,10,6cb.65e.2.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,8d0e6c1903d0078e28bb412ed62bbf57,1585081615.31897,1987.704,MIMUW,,16,25,4,27,17,28,15,22,3,8,24,10,23,14,2,32,9,5,21,19,31,29,13,26,20,11,30,7,6,18,1,12,,,,,,,
120,3,10,6cb65.e.3.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,7281000053a7f01168dd04beb445f319,1585081616.02399,1987.012,MIMUW,,14,29,16,7,23,21,2,10,30,22,32,1,12,9,17,13,15,5,28,24,18,31,4,8,3,11,20,19,25,6,26,27,,,,,,,
112,3,10,6.cb65.e2.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,dc8c4dbe1e7174353c0b6c9bde629469,1585081332.64821,2270.401,SGHLIC,,31,16,22,15,25,9,29,3,4,11,13,30,23,12,2,27,20,26,18,10,5,8,21,7,24,14,17,1,32,19,28,6,,,,,,,
113,3,10,de.4cb.0d.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2F7ehDLoUgtRQP-95XRUuJdvqtlxyEYO0BAPn5zwGzvW1pulx2ucyB4u8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,f89b36d478359dcfef008aa10afc55cf,1585081345.72164,2257.342,SGHLIC,,29,19,30,8,13,11,28,31,5,12,27,7,15,22,26,17,2,4,10,20,14,23,32,6,24,25,18,16,1,9,21,3,,,,,,,
123,3,10,83.96.a03.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,ba80824d847bbc4e054520abbcb7d1be,1585081731.79977,1871.277,MIMUW,,28,31,8,32,25,23,7,24,4,6,22,17,13,9,1,30,12,27,14,5,2,10,16,19,15,18,21,20,29,11,26,3,,,,,,,
121,3,10,7d654.a.5.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a13213a328a6035a5fe4fba3578ad1c8,1585081690.98163,1912.108,SGHLIC,,18,7,20,16,4,8,15,26,17,1,24,31,6,29,21,14,3,27,19,10,23,22,30,28,13,5,32,25,12,11,2,9,,,,,,,
115,3,10,8f.d0.6fb.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a92afcab4e758373d6225a5ddd6204c3,1585081384.31185,2218.797,SGHLIC,,27,23,4,17,26,15,20,7,16,10,6,3,18,29,31,22,12,5,28,2,30,1,21,8,19,24,25,32,9,11,14,13,,,,,,,
118,3,10,de4.a.23c.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR24Y4I98soBK9B89kBP7-uLReossjszI1OaJP4gbT_cCJhipIXjpDQfiIA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e9382d81283352147fb0ac8c22178827,1585081503.92838,2099.193,SGHLIC,,15,17,28,12,4,2,3,11,24,1,13,31,18,20,5,19,27,6,26,22,16,9,30,8,21,32,7,10,29,23,14,25,,,,,,,
98,3,10,6c.b65.e2.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e8cef96d49debeaaa5c3abba050b7b2d,1585080959.77947,2643.355,SGHLIC,,32,1,27,12,24,18,3,15,14,23,7,6,17,19,31,16,26,25,22,20,11,28,30,10,29,8,5,2,13,21,9,4,,,,,,,
137,3,7,e4.6520.a.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,ee5aff5152e19358a0d03fca7b043a11,1585082910.33403,702.953,MIMUW,,28,21,22,20,31,27,9,7,23,13,17,19,24,12,6,14,30,29,15,16,5,11,26,18,10,32,4,8,25,1,3,2,2,2,1,7,1,4,1
134,3,7,ff.de.761.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR28LI0zrVOciwFP4rOwv422P0cC49IjAnW-GsdXMdlja5mnD8_Uw4q3Ii0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,dd9c136a598b97f87c20ff228981a562,1585082606.53318,1391.157,MIMUW,,32,12,18,20,21,23,5,10,14,30,27,11,19,15,6,1,17,3,16,28,31,2,25,4,22,7,9,13,24,29,8,26,5,4,2,8,1,6,2
141,3,7,9.256.cf9.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2jNb6tAhPmr68ZQx0s9BkIq6LEMpYIdkChtZD0KbxqRQqCO_zOKe16490;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,405739ef358cdefb9972c38accdaef80,1585083585.12234,558.8,SGHLIC,,1,22,31,13,12,30,15,25,7,8,28,5,20,3,32,10,16,26,17,19,18,24,2,9,14,27,29,21,11,6,23,4,2,7,1,6,1,6,2
128,3,10,6c.b65.e2.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a5c7c9d094b8e35b4c41fb47ec51ff19,1585082359.42886,1954.027,SGHLIC,,10,1,12,3,25,29,32,7,9,30,27,5,23,13,24,2,8,11,6,26,18,14,16,21,17,4,22,15,19,20,31,28,,,,,,,
127,3,10,98.0a65.2.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2Fg6KRwjdudkXVkzlUX8mlb_RwPK6vDrKR-vlTT7Xk0epqi2opnvZvPaI;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,3b9c62ea5b716e32372766c95bf20dd1,1585082285.45166,2028.017,SGHLIC,,13,21,7,23,3,1,29,9,5,32,16,20,22,28,2,26,11,14,18,6,27,30,25,4,24,31,8,17,12,10,19,15,,,,,,,
132,3,10,980a.65.2.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi8;fbclid=IwAR0Ha9wHyUYf-msoR5v6HAENceeVmNAhcHCeR6k5PbSnaU0aRqnGuFgnEEw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=8,2d3b772a2521d20669cfd86c397837d0,1585082521.19431,1810.094,LAW,,6,22,17,3,28,25,30,23,8,2,10,18,1,9,11,26,16,21,7,13,4,29,15,27,19,20,24,5,32,12,31,14,,,,,,,
130,3,10,6c.b65.e2.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=8,569d7dd72f990568f7d5074b06de147c,1585082514.67741,1816.624,LAW,,8,7,31,24,14,29,18,6,17,21,1,15,27,13,22,2,32,10,20,16,11,25,9,26,3,4,19,30,12,5,23,28,,,,,,,
129,3,10,6c.b65.e3.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=8,66d784449599dbc730cb36207ab37b0b,1585082513.9639,1817.351,LAW,,24,18,30,6,26,1,20,25,31,8,21,12,3,29,19,16,15,10,27,11,5,13,22,14,2,17,32,4,23,9,7,28,,,,,,,
131,3,10,de.474.62.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=8,da2b0dca6d45dc296066ea5de8e9a659,1585082515.28941,1816.039,LAW,,19,31,17,30,24,9,10,4,11,21,27,1,15,7,6,23,16,2,26,13,25,12,20,5,29,28,8,22,3,32,14,18,,,,,,,
143,3,7,ac.a36.e0.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a089e8198d35d9effe1c6cae78755066,1585084094.514,894.279,SGHLIC,,21,4,25,28,19,32,13,20,11,18,17,8,6,10,31,24,16,14,15,12,26,2,7,27,22,29,5,30,3,1,9,23,2,3,9,6,2,4,2
146,3,7,8ef.0.631.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2A4q0CpoorUjN9KkusuC68tyKTnD1-oY_R2M2rNJdERsA2GNDT-5nNeAo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,7b96de06d9700f25be09d286f2213891,1585084508.84265,749.752,SGHLIC,,16,23,8,20,7,32,11,18,1,21,2,24,15,25,27,13,14,29,5,3,30,28,19,26,10,22,9,12,4,31,6,17,2,3,4,7,2,2,2
149,3,7,c4.e.784e.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,076d567e8e1d01023bdd9bddc150c718,1585085276.35487,1246.891,SGHLIC,,31,29,28,9,21,12,20,32,18,19,16,22,25,3,11,24,7,27,4,8,30,26,10,17,6,23,13,1,5,2,15,14,2,8,9,6,1,5,1
152,3,7,18.297.cd.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,63685f1b9b04f93780b59a15ad5ee9ee,1585085960.47615,944.227,MIMUW,,21,8,6,4,19,16,5,31,18,25,15,27,1,30,23,14,20,29,22,11,17,24,26,7,9,13,10,2,32,3,12,28,3,2,1,7,1,1,2
139,3,10,98.0a.303.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR2skEIXioJCf62pKgGJaC0C0H57VfVa8W7o6sRDbZSVxUrDCTugrRgTy5Q;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,59ecf112b7c67d579acfe30ab5d223b7,1585083427.03731,3775.226,MIMUW,,9,27,3,6,16,11,14,8,19,31,29,2,28,18,23,4,30,15,13,12,7,5,24,1,10,17,21,26,25,20,32,22,,,,,,,
144,3,10,925.45.37.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0mdOhkTd7htOhrD48Pr6wo-4xOwyWWTpnUtCMzfdNwLQBGauRpxExP194;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,0e3cf8c3817b3f0334595349627219be,1585084258.71992,2943.56,SGHLIC,,5,13,12,28,23,21,11,18,6,7,29,17,15,10,1,2,9,3,19,24,31,26,16,4,14,30,8,22,20,25,27,32,,,,,,,
